Date,Close,High,Low,Open,Volume,Return
2022-01-03,323.8983459472656,327.04299008267594,319.0894581959837,324.47890153945974,28865100,
2022-01-04,318.34442138671875,324.3337611852118,315.5480929658559,323.97573075117845,32674300,-1.714712233032245
2022-01-05,306.12396240234375,315.49984550895914,305.73693504714186,315.29663178663526,40054300,-3.838753929201044
2022-01-06,303.7049560546875,308.3687131905766,301.39241851651343,302.9986098361541,39646100,-0.7902048335820644
2022-01-07,303.8597412109375,306.23998686939547,300.037776956861,303.9661611560191,32720000,0.05096563396946863
2022-01-10,304.0822448730469,304.51766895717213,294.81281436875065,299.4572001340922,44289500,0.07322577884871784
2022-01-11,304.7692565917969,306.3463918328574,299.8442634308143,303.22111812680726,29386800,0.22592957344051978
2022-01-12,307.9525146484375,312.9259035665115,306.80108895038626,309.3071539602239,34372200,1.0444813536111486
2022-01-13,294.9192810058594,310.4780318871743,294.1452264318281,310.08131932128936,45366000,-4.23222185974258
2022-01-14,300.1442565917969,300.74415332363384,293.90333446831437,294.38712596538153,39846400,1.7716629337075185
2022-01-18,292.83892822265625,299.75713933010854,291.95842433213926,294.2129087897325,42333200,-2.433939083857284
2022-01-19,293.4969482421875,303.73399326140634,292.887395735505,296.3610152786243,45933900,0.22470373851080083
2022-01-20,291.822998046875,301.5471940307173,291.3779181968077,299.05084323097356,35380700,-0.5703467124064221
2022-01-21,286.43359375,294.25165138229846,286.0271958983454,292.8777000608215,57984400,-1.8468058833421064
2022-01-24,286.76251220703125,287.4785140362115,267.1012224531404,282.72770843175715,85731500,0.1148323605220547
2022-01-25,279.1379699707031,285.42725856382043,275.9256173154079,282.06974485682485,72848600,-2.6588350679615735
2022-01-26,287.0915222167969,298.4993332025726,283.5308241295649,298.0058564603818,90428900,2.8493265344476493
2022-01-27,290.12005615234375,297.3382163920615,288.2719692510956,292.848647044969,53481300,1.0549019045082986
2022-01-28,298.2671203613281,298.4799897848547,284.9048025987013,290.49743069503995,49743700,2.8081699407593863
2022-01-31,300.8988952636719,302.2535052126906,296.4383234160704,298.93470345552413,46444500,0.8823550175948158
2022-02-01,298.7509460449219,300.56032158802805,295.2386149185201,300.3474521401161,40950400,-0.7138441691079689
2022-02-02,303.2984924316406,304.90468340297207,298.8669762554386,299.5926633463742,36636000,1.5221864388790696
2022-02-03,291.4843444824219,301.140832317367,290.2361542912409,299.4572180160596,43730000,-3.895221454779074
2022-02-04,296.0223388671875,298.78961201270425,290.24586730318873,290.47807776902533,35096500,1.5568569875763272
2022-02-07,291.1940612792969,297.860691549558,290.17808160206255,296.24484477716817,28533300,-1.6310517666901059
2022-02-08,294.6870422363281,295.65462512508105,290.2264992927546,291.48434523681885,32421200,1.1995371545991063
2022-02-09,301.1214904785156,301.81815140418445,297.4253459420539,299.8249328306882,31284700,2.183485297947807
2022-02-10,292.5777282714844,299.0992277076315,290.95219605157683,294.18391946316234,45386200,-2.837314000224378
2022-02-11,285.47564697265625,294.42578816713433,284.68222196376286,293.3614411464584,39175600,-2.427416926362236
2022-02-14,285.43701171875,287.1399674072104,281.9053393438206,284.2468738871611,36359500,-0.01353364264726764
2022-02-15,290.7296447753906,291.04893415052186,287.3914718484893,290.28456489456636,27058300,1.8542210152675098
2022-02-16,290.3902587890625,291.7185834522339,284.74727570714555,289.2946246977342,29982100,-0.11673594090837458
2022-02-17,281.88702392578125,287.77237333129176,281.1792173127968,287.34575422063546,32461600,-2.9282094030082306
2022-02-18,279.1721496582031,284.92177229171386,277.60142923724896,284.13641208123676,34264000,-0.9631072157095577
2022-02-22,278.96856689453125,282.67238298045737,275.84650682874826,276.3312985806441,41736100,-0.07292373681297981
2022-02-23,271.7451477050781,282.8275092232798,271.580335085681,281.35372341593103,37811200,-2.589330858979555
2022-02-24,285.62969970703125,286.1823695969506,263.26139342993156,264.2213015517259,56989700,5.109401996396223
2022-02-25,288.26690673828125,288.57718060139933,282.7790598404249,286.16292683070213,32546700,0.923295803606905
2022-02-28,289.701904296875,290.04126448899723,284.0880067320678,285.35815893426843,34627500,0.4978016987210454
2022-03-01,285.9786682128906,290.8459667826752,283.2638166303118,287.384546549291,31217800,-1.2851955851035601
2022-03-02,291.059326171875,292.3003920940344,284.7667375809277,286.37622044505133,31873000,1.7765863414687333
2022-03-03,286.9192199707031,293.90991012485733,285.1060736064637,293.67721950670733,27314500,-1.4224269174343829
2022-03-04,281.0434875488281,286.667090171543,278.43533489207505,285.3387653764105,32356500,-2.0478699274572687
2022-03-07,270.4266052246094,280.8787167872422,270.05815866809127,279.75399609499914,43157200,-3.7776653061118104
2022-03-08,267.4596862792969,275.3229963748733,261.787615361919,269.35035685885737,48159500,-1.0971253892893662
2022-03-09,279.7248840332031,280.79143196991623,272.2396970446507,274.8187931136679,35204500,4.585811762711112
2022-03-10,276.9034118652344,277.8827008939295,272.0457879450381,274.41157459600157,30628000,-1.008659697087888
2022-03-11,271.5513000488281,280.7041720750728,270.93075230973267,279.2012996634574,27209300,-1.9328443013230445
2022-03-14,268.03167724609375,276.71913751452684,267.43054018316315,271.813047149481,30660700,-1.296117088042481
2022-03-15,278.4158630371094,279.065496924256,270.25198750683876,271.82270785597535,34245100,3.874238260831153
2022-03-16,285.43572998046875,285.61024792688795,274.58608713792756,280.3163001707601,37826300,2.521360265461503
2022-03-17,286.24041748046875,286.6185396265509,280.5683485745352,284.3691285875564,30816600,0.2819154771040999
2022-03-18,291.29205322265625,291.8447230887532,283.8262757344605,286.3859615737607,43390600,1.7648226573496295
2022-03-21,290.06060791015625,291.01081040705833,285.93017266749587,289.79883101325805,28351200,-0.422752800454429
2022-03-22,294.8115539550781,295.72296480391606,289.6824490018245,290.6811188141461,27599700,1.6379149444496255
2022-03-23,290.3805847167969,294.0068475242957,288.66443238619604,291.36957893217993,25715400,-1.5029835767415012
2022-03-24,294.85040283203125,294.9473671178432,289.2462103485092,290.0412760670834,24484500,1.5392964786518748
2022-03-25,294.44317626953125,296.20782573706765,290.18671913558006,295.9460487854715,22566500,-0.13811294086377712
2022-03-28,301.2496337890625,301.346568476762,295.0733614546366,295.0733614546366,29578200,2.3116370383468032
2022-03-29,305.81634521484375,306.2138780134715,299.6497785681732,304.36196991762364,30393400,1.5159226480517152
2022-03-30,304.3134460449219,306.3399014849223,302.1027969724418,304.216511371829,28163600,-0.4914384706501074
2022-03-31,298.9323425292969,305.5546156451536,298.52513395302805,304.3523117591246,33422100,-1.7682766192429922
2022-04-01,300.008544921875,300.6969409340958,296.2465561407123,299.9600479924089,27110500,0.36001537454002364
2022-04-04,305.3897705078125,305.5254968355015,300.2897509219235,300.65819745176503,24289600,1.7936907721541218
2022-04-05,301.4241027832031,305.29273121739135,300.4448140459923,303.741391804676,23156700,-1.2985594501135789
2022-04-06,290.3902587890625,297.66213505256155,287.68511253402556,295.907191281451,40110400,-3.660571232446075
2022-04-07,292.2034606933594,294.4141105406613,287.33616074245623,287.6367293488046,31411200,0.624401766043392
2022-04-08,287.9372253417969,291.9609911189032,287.26821033138873,291.3016814124939,24361900,-1.4600221850348039
2022-04-11,276.5834655761719,283.7098823533749,276.33136433660695,282.9148461789771,34569300,-3.9431371723984254
2022-04-12,273.4808044433594,281.8967847315319,271.95855077489966,280.44240903056135,30966700,-1.1217811326317384
2022-04-13,278.87158203125,279.80237384113457,272.7438076383888,274.1303344343128,21907200,1.971172199402793
2022-04-14,271.3185729980469,279.54065279729,270.82410546962507,279.3273432160326,28221600,-2.7084183258073047
2022-04-18,271.9876403808594,273.8686353439152,269.8739547714378,270.4266246459062,20778000,0.24659844529599795
2022-04-19,276.62213134765625,277.46569375814823,269.94171712831564,270.88221420704474,22297700,1.703934399484952
2022-04-20,277.6499938964844,280.8884297236705,276.69011543373637,280.59753683935253,22906700,0.3715763969500685
2022-04-21,272.26885986328125,284.3789536291103,271.5416719188604,279.8025163153142,29454600,-1.938099820455741
2022-04-22,265.6949462890625,274.58603936648194,265.06472297707495,273.11225361487504,29405800,-2.414493371559201
2022-04-25,272.18157958984375,272.5597019049289,262.53420844538874,264.97757868488094,35678900,2.4413837716446896
