Date,Close,High,Low,Open,Volume,Return
2022-01-03,399.9266662597656,400.3566589355469,378.67999267578125,382.5833435058594,103931400,
2022-01-04,383.1966552734375,402.6666564941406,374.3500061035156,396.51666259765625,100248300,-4.1832696836128
2022-01-05,362.7066650390625,390.11334228515625,360.336669921875,382.2166748046875,80119800,-5.347121367683638
2022-01-06,354.8999938964844,362.6666564941406,340.1666564941406,359.0,90336600,-2.152337383085412
2022-01-07,342.32000732421875,360.30999755859375,336.6666564941406,360.1233215332031,84164700,-3.5446567451716815
2022-01-10,352.7066650390625,353.0333251953125,326.6666564941406,333.3333435058594,91815000,3.034195341380186
2022-01-11,354.79998779296875,358.6166687011719,346.2733459472656,351.22332763671875,66063300,0.5935024657598653
2022-01-12,368.739990234375,371.61334228515625,357.5299987792969,359.6166687011719,83739000,3.9289748931841784
2022-01-13,343.85333251953125,371.8666687011719,342.17999267578125,369.69000244140625,97209900,-6.749107331435766
2022-01-14,349.8699951171875,350.6666564941406,337.7933349609375,339.9599914550781,72924300,1.7497758575059086
2022-01-18,343.5033264160156,356.92999267578125,338.6866760253906,342.2033386230469,66743400,-1.819724123253097
2022-01-19,331.8833312988281,351.5566711425781,331.6666564941406,347.2366638183594,75442500,-3.38278969185718
2022-01-20,332.0899963378906,347.2200012207031,331.3333435058594,336.57666015625,70488600,0.06227038828787723
2022-01-21,314.6333312988281,334.8500061035156,313.5,332.11334228515625,103416000,-5.256606712507206
2022-01-24,310.0,311.1700134277344,283.8233337402344,301.586669921875,151565700,-1.4726129872195681
2022-01-25,306.1333312988281,317.086669921875,301.07000732421875,304.73333740234375,86595900,-1.2473124842489969
2022-01-26,312.4700012207031,329.2300109863281,302.0,317.4766540527344,104867400,2.069905258271132
2022-01-27,276.3666687011719,311.7966613769531,276.3333435058594,311.1199951171875,147109500,-11.554175561970448
2022-01-28,282.1166687011719,285.8333435058594,264.0033264160156,277.1866760253906,134789100,2.0805692766870276
2022-01-31,312.239990234375,312.663330078125,287.3500061035156,290.9033203125,104436000,10.677611383930952
2022-02-01,310.4166564941406,314.5666809082031,301.6666564941406,311.7366638183594,73138200,-0.5839526637397507
2022-02-02,301.88665771484375,310.5,296.4700012207031,309.3933410644531,66792900,-2.747919159891432
2022-02-03,297.0466613769531,312.3333435058594,293.50665283203125,294.0,78855600,-1.6032495024879134
2022-02-04,307.7733459472656,312.1666564941406,293.72332763671875,299.0733337402344,73625400,3.611110968421327
2022-02-07,302.4466552734375,315.92333984375,300.9033203125,307.92999267578125,60994500,-1.730718642133755
2022-02-08,307.3333435058594,308.7633361816406,298.26666259765625,301.84332275390625,50729100,1.61571905234128
2022-02-09,310.6666564941406,315.42333984375,306.6666564941406,311.6666564941406,52259400,1.0845920427172029
2022-02-10,301.51666259765625,314.60333251953125,298.8999938964844,302.7900085449219,66126900,-2.945277101746824
2022-02-11,286.6666564941406,305.32000732421875,283.5666809082031,303.2099914550781,79645800,-4.9251029696264155
2022-02-14,291.9200134277344,299.6266784667969,284.3833312988281,287.19000244140625,67756500,1.8325664372135009
2022-02-15,307.4766540527344,307.6666564941406,297.7933349609375,300.0,57286200,5.329076428276847
2022-02-16,307.7966613769531,308.80999755859375,300.4033203125,304.6833190917969,51294300,0.10407532409399955
2022-02-17,292.1166687011719,306.1666564941406,291.3666687011719,304.4200134277344,55178400,-5.094269900666093
2022-02-18,285.6600036621094,295.6233215332031,279.2033386230469,295.3333435058594,68501700,-2.210303529672075
2022-02-22,273.84332275390625,285.57666015625,267.0333251953125,278.0433349609375,83288100,-4.136624223452856
2022-02-23,254.67999267578125,278.4333190917969,253.52000427246094,276.80999755859375,95256900,-6.997917599526948
2022-02-24,266.92333984375,267.49334716796875,233.3333282470703,233.4633331298828,135322200,4.807345500262783
2022-02-25,269.9566650390625,273.1666564941406,260.79998779296875,269.74334716796875,76067700,1.1364031324829549
2022-02-28,290.1433410644531,292.28668212890625,271.57000732421875,271.6700134277344,99006900,7.477746853358713
2022-03-01,288.1233215332031,296.6266784667969,284.59332275390625,289.8933410644531,74766900,-0.6962143345558558
2022-03-02,293.2966613769531,295.49334716796875,281.42333984375,290.7099914550781,74643300,1.7955297114516489
2022-03-03,279.7633361816406,295.4800109863281,277.5333251953125,292.92333984375,61623600,-4.614210448825773
2022-03-04,279.42999267578125,285.2166748046875,275.0533447265625,283.0333251953125,66999600,-0.11915196265851469
2022-03-07,268.1933288574219,288.71331787109375,268.19000244140625,285.4333190917969,72494100,-4.021280504200253
2022-03-08,274.79998779296875,283.3299865722656,260.72332763671875,265.1766662597656,80399100,2.463394210323222
2022-03-09,286.3233337402344,286.85333251953125,277.336669921875,279.82666015625,59184000,4.193357517885765
2022-03-10,279.4333190917969,284.8166809082031,270.1199951171875,283.8166809082031,58648500,-2.4063755330148706
2022-03-11,265.1166687011719,281.26666259765625,264.5899963378906,280.0666809082031,67037100,-5.12345859010529
2022-03-14,255.4566650390625,266.8999938964844,252.01333618164062,260.2033386230469,71152200,-3.6436802368687404
2022-03-15,267.2966613769531,268.5233459472656,252.19000244140625,258.42333984375,66841200,4.634835554625338
