Date,Close,High,Low,Open,Volume,Return
2022-01-03,451.8751525878906,452.0075951613326,448.22391752702976,450.5414027577386,72668200,
2022-01-04,451.7237854003906,454.02239141771696,449.86032307936296,453.3034834561525,71178700,-0.033497568218376905
2022-01-05,443.0496826171875,452.130513594056,442.9550849145519,451.3548528464761,104538900,-1.9202227253795612
2022-01-06,442.6335754394531,445.35782823235684,440.2593082446205,442.5862910110763,86858900,-0.0939188524583412
2022-01-07,440.8836669921875,443.8254919864245,439.5215404461703,442.6430924754495,85111600,-0.39534019657868624
2022-01-10,440.3349304199219,440.5524733976893,431.90678546000674,437.6768993282456,119362000,-0.12446289426171209
2022-01-11,444.345703125,444.4403008522665,437.06211113308007,440.0701572039839,74303100,0.9108459102377564
2022-01-12,445.54693603515625,447.6090622228809,443.57943642604664,446.086117009949,67605400,0.27033746511064827
2022-01-13,439.4079284667969,447.30636106377136,438.3768798065865,446.65367438215316,91173100,-1.377858778019958
2022-01-14,439.5876159667969,439.9376014872319,435.0282780363652,436.2485220098319,95890900,0.040893094630090054
2022-01-18,431.8027038574219,435.08504507309425,430.6865259809416,434.8769416667024,109709100,-1.7709580130580882
2022-01-19,427.31915283203125,434.75406657127166,427.0448280822137,433.3541241249757,109357600,-1.0383332446364357
2022-01-20,422.58953857421875,433.9311041940373,420.46121968940173,429.2109751047605,122379700,-1.1068107353642498
2022-01-21,414.2937927246094,423.8286476560766,414.265416297055,421.46384913598195,202271200,-1.963074116221264
2022-01-24,416.0531921386719,416.5639967057134,398.0050623972924,408.66556381495764,251783900,0.42467433617379147
2022-01-25,410.97357177734375,415.9396482515973,404.04943536512155,409.63982206019847,167997300,-1.2209064747747633
2022-01-26,409.9425964355469,420.02610174271774,405.66702183195844,416.8856420829711,186391100,-0.25086171291701653
2022-01-27,407.91827392578125,417.7085455157903,406.225098979547,414.5586466067945,149878300,-0.4938063346837107
2022-01-28,418.0490417480469,418.09632616567893,404.6831975620581,409.28035145506107,164457400,2.48352880217102
2022-01-31,425.57861328125,425.9285988508346,416.0248212857858,417.37747913959595,152251400,1.8011215865293417
2022-02-01,428.4541931152344,429.09741136310794,422.76920842520514,426.30693765567827,123155400,0.6756871102646222
2022-02-02,432.61627197265625,433.3446195666415,428.54880096336996,430.8663151934965,117361000,0.9714174640607309
2022-02-03,422.4476013183594,428.47310315644444,421.60571921304773,426.5623563990489,118024400,-2.3505058207657026
2022-02-04,424.4339599609375,428.29329762606585,419.82730917189957,422.2110440498336,118454400,0.47020237217092475
2022-02-07,423.0718994140625,426.60016012871563,421.738149661157,425.2002179600923,84472900,-0.3209122443925905
2022-02-08,426.55291748046875,427.4799289301471,421.1422570922283,422.5706046938253,81012000,0.8227958583936434
