timestamp,alpha,beta,theta,gamma,delta
2026-02-04T17:09:14.479384,0.045,-0.052,-0.1101,-0.1698,-0.1773
2026-02-04T17:09:15.480594,0.0104,-0.0947,-0.0856,-0.1583,-0.3063
2026-02-04T17:09:16.482408,0.1352,0.0479,0.0359,-0.0402,-0.0632
2026-02-04T17:09:17.484525,0.1215,0.0215,-0.0361,-0.0657,-0.1579
2026-02-04T17:09:18.485401,-0.0169,-0.043,-0.1258,-0.1204,-0.2419
2026-02-04T17:09:19.487915,-0.0074,-0.0299,-0.0508,-0.1168,-0.1588
2026-02-04T17:09:20.490455,0.009,-0.02,-0.0317,-0.1247,-0.2109
2026-02-04T17:09:21.492057,0.023,0.0796,-0.0455,-0.108,-0.1956
2026-02-04T17:09:22.493626,0.0503,0.0095,-0.0523,-0.0778,-0.1408
2026-02-04T17:09:23.494380,0.0786,-0.036,-0.0658,-0.1052,-0.1697
2026-02-04T17:09:24.496266,0.0994,0.0308,0.0045,-0.0562,-0.1792
2026-02-04T17:09:25.498434,0.0229,0.0548,-0.0655,-0.0303,-0.1279
2026-02-04T17:09:26.499218,0.1562,0.064,-0.105,-0.0071,-0.0603
2026-02-04T17:09:27.499921,0.1382,0.0628,-0.1321,-0.0016,-0.0777
2026-02-04T17:09:28.501365,0.0314,0.0682,-0.1475,-0.0169,-0.1002
2026-02-04T17:09:29.503038,0.0537,0.0636,-0.0787,-0.0418,-0.1289
2026-02-04T17:09:30.503724,0.0792,-0.0011,-0.0653,-0.087,-0.1876
2026-02-04T17:09:31.506178,0.2123,-0.0095,-0.0417,0.0157,0.0507
2026-02-04T17:09:32.506955,0.0713,-0.052,-0.0032,0.0158,-0.2018
2026-02-04T17:09:33.508045,0.0738,-0.0391,0.0292,-0.0083,-0.1857
2026-02-04T17:09:34.508840,0.2443,0.0683,-0.009,0.0364,-0.0769
2026-02-04T17:09:35.510004,0.2761,0.0492,0.1473,0.0361,0.0562
2026-02-04T17:09:36.511798,0.1756,0.0467,0.1498,0.0351,-0.0062
2026-02-04T17:09:37.513597,0.2041,0.1227,0.023,0.0654,0.0212
2026-02-04T17:09:38.514890,0.2562,0.1445,0.0462,0.0781,0.0322
2026-02-04T17:09:39.517128,0.2669,0.0864,0.0137,0.0357,-0.05
2026-02-04T17:09:40.519500,0.2944,0.0442,-0.0057,0.0139,-0.0732
2026-02-04T17:09:41.520811,0.2368,0.0512,0.0801,0.0474,-0.0737
2026-02-04T17:09:42.522115,0.2879,0.0726,0.1179,0.1416,0.124
2026-02-04T17:09:43.522904,0.2287,0.0462,0.049,0.1363,0.0876
2026-02-04T17:09:44.523651,0.2465,0.081,0.1314,0.1314,0.0256
2026-02-04T17:09:45.524171,0.2541,0.0756,0.1503,0.1434,-0.0007
2026-02-04T17:09:46.525075,0.261,0.0759,0.1375,0.1441,0.0616
2026-02-04T17:09:47.526759,0.2483,0.0463,0.1186,0.1307,0.0678
2026-02-04T17:09:48.527699,0.2446,0.0352,0.1029,0.1323,0.0117
2026-02-04T17:09:49.528321,0.2966,0.0825,0.0983,0.1295,0.0185
2026-02-04T17:09:50.529003,0.2925,0.1027,0.1144,0.1531,0.0642
2026-02-04T17:09:51.529777,0.283,0.0715,0.0883,0.1418,0.0173
2026-02-04T17:09:52.531155,0.2309,-0.0157,-0.1747,-0.0205,-0.2593
2026-02-04T17:09:53.532756,0.2554,0.0229,-0.1349,-0.0507,-0.1567
2026-02-04T17:09:54.533788,0.2227,0.0093,-0.0205,-0.0738,-0.0732
2026-02-04T17:09:55.534558,0.2102,0.0063,0.0388,-0.0634,-0.0421
2026-02-04T17:09:56.538712,0.1698,-0.0534,-0.0542,-0.0407,-0.305
2026-02-04T17:09:57.540482,0.1572,0.0062,-0.0268,0.0175,-0.2335
2026-02-04T17:09:58.541222,0.2084,0.1536,0.0266,0.0081,-0.0992
2026-02-04T17:09:59.542151,0.234,0.2382,0.1709,0.0071,0.0117
2026-02-04T17:10:00.542925,0.2412,0.2356,0.177,0.0502,-0.0754
2026-02-04T17:10:01.543576,0.2704,0.2437,0.1095,0.0289,-0.082
2026-02-04T17:10:02.545066,0.3327,0.262,0.1839,0.0072,-0.0072
2026-02-04T17:10:03.547076,0.3001,0.2249,0.1462,0.0178,0.0178
2026-02-04T17:10:04.555207,0.3786,0.2242,0.0722,0.0693,-0.0523
2026-02-04T17:10:05.557208,0.2678,0.2149,0.0531,0.0465,-0.0024
2026-02-04T17:10:06.558126,0.2782,0.2073,0.0537,0.0739,0.0078
2026-02-04T17:10:07.559325,0.268,0.2385,0.0385,0.1013,-0.0304
2026-02-04T17:10:08.561981,0.3093,0.2338,0.0103,0.1131,-0.0165
2026-02-04T17:10:09.562781,0.3466,0.2453,0.1106,0.0865,-0.0195
2026-02-04T17:10:10.564260,0.2694,0.1865,0.1506,-0.0023,-0.0134
2026-02-04T17:10:11.565749,0.2593,0.1844,0.0842,0.0429,-0.1685
2026-02-04T17:10:12.566649,0.1946,0.1677,0.0244,0.0687,-0.0848
2026-02-04T17:10:13.568713,0.1527,0.1768,-0.0194,0.0691,-0.0118
2026-02-04T17:10:14.570102,0.2239,0.0472,0.0422,0.0585,-0.1371
2026-02-04T17:10:15.570969,0.2378,0.0478,0.0697,0.0573,-0.2718
2026-02-04T17:10:16.571610,0.1819,0.1389,-0.1314,0.0345,-0.0628
2026-02-04T17:10:17.572915,0.2394,0.1603,-0.029,0.0625,-0.1334
2026-02-04T17:10:18.575057,0.217,0.1459,0.0066,0.0183,-0.2167
2026-02-04T17:10:19.575819,0.2609,0.1645,-0.062,0.0407,-0.2336
2026-02-04T17:10:20.578508,0.2018,0.1671,-0.1122,0.0989,-0.2394
2026-02-04T17:10:21.580596,0.1372,0.1846,-0.1028,0.0383,-0.2111
2026-02-04T17:10:22.582865,0.2921,0.2028,0.0716,0.0078,-0.0265
2026-02-04T17:10:23.585061,0.3168,0.1845,0.071,0.0709,0.0368
2026-02-04T17:10:24.585658,0.2383,0.1774,0.0243,0.0386,-0.0024
2026-02-04T17:10:25.586538,0.2147,0.1615,0.0508,0.0382,-0.078
2026-02-04T17:10:26.588555,0.2715,0.1935,0.0621,0.0615,-0.0729
2026-02-04T17:10:27.589081,0.2653,0.2256,-0.0001,0.0803,-0.0639
2026-02-04T17:10:28.591315,0.2043,0.2265,0.0903,0.1399,0.1476
2026-02-04T17:10:29.593063,0.1529,0.2259,0.0861,0.1063,0.1648
2026-02-04T17:10:30.595224,0.1486,0.2158,0.0762,0.1105,0.1679
2026-02-04T17:10:31.596109,0.0695,0.1592,0.0217,0.128,-0.0712
2026-02-04T17:10:32.597143,0.2677,0.1652,-0.0247,0.0737,-0.0752
2026-02-04T17:10:33.598551,0.2738,0.2034,0.0432,0.0629,-0.0625
2026-02-04T17:10:34.600391,0.2455,0.1904,0.0796,0.039,-0.1915
2026-02-04T17:10:35.600913,0.3121,0.1794,0.1653,0.0767,-0.0487
2026-02-04T17:10:36.601848,0.0953,0.1801,-0.0221,0.0618,0.009
2026-02-04T17:10:37.603175,0.1008,0.1702,-0.0458,0.0577,0.0008
2026-02-04T17:10:38.604204,0.1503,0.2064,-0.0437,0.0215,0.0076
2026-02-04T17:10:39.605537,0.1536,0.2347,-0.0153,0.0542,0.0058
2026-02-04T17:10:40.606340,0.112,0.2061,-0.0314,0.031,0.0205
2026-02-04T17:10:41.606887,0.2264,0.1924,-0.0679,0.0463,-0.0855
2026-02-04T17:10:42.608024,0.2632,0.2362,0.003,0.0888,-0.0896
2026-02-04T17:10:43.608784,0.2667,0.2778,0.0793,0.122,-0.0767
2026-02-04T17:10:44.610088,0.2165,0.2638,0.0877,0.144,-0.0763
2026-02-04T17:10:45.611766,0.2768,0.2877,0.0898,0.133,-0.0843
2026-02-04T17:10:46.612675,0.2622,0.2507,0.0423,0.1347,-0.134
2026-02-04T17:10:47.613659,0.2545,0.2724,0.0544,0.15,-0.0763
2026-02-04T17:10:48.615241,0.2515,0.2495,0.0738,0.1184,-0.0687
2026-02-04T17:10:49.616017,0.1397,0.1911,0.0434,0.1133,0.0263
2026-02-04T17:10:50.616696,0.1582,0.21,0.0733,0.1592,-0.0103
2026-02-04T17:10:51.618209,0.1584,0.2216,-0.0031,0.1099,0.0349
2026-02-04T17:10:52.618976,0.3815,0.2613,0.059,0.035,0.0293
2026-02-04T17:10:53.619749,0.2641,0.232,0.0717,0.1149,0.0273
2026-02-04T17:10:54.621569,0.2533,0.2316,0.1047,0.1391,0.0185
2026-02-04T17:10:55.622440,0.1704,0.2357,0.0754,0.0779,-0.0593
2026-02-04T17:10:56.623779,0.1036,0.2202,0.0989,0.0697,-0.1157
2026-02-04T17:10:57.624579,0.0795,0.18,0.1153,0.083,-0.0809
2026-02-04T17:10:58.625619,0.2537,0.1756,-0.0322,0.0342,-0.1295
2026-02-04T17:10:59.626407,0.2516,0.2031,0.0183,0.0627,-0.1586
2026-02-04T17:11:00.627679,0.2661,0.1898,0.0697,0.0998,-0.0363
2026-02-04T17:11:01.628632,0.3297,0.2048,0.1632,0.0854,0.05
2026-02-04T17:11:02.629277,0.353,0.2448,0.2265,0.1093,0.1407
2026-02-04T17:11:03.630462,0.256,0.2465,0.1076,0.0968,-0.1392
2026-02-04T17:11:04.631357,0.307,0.2621,0.0886,0.0866,0.0606
2026-02-04T17:11:05.633024,0.3095,0.2245,0.0669,0.1805,0.0183
2026-02-04T17:11:06.640420,0.2087,0.1197,-0.1871,0.0046,-0.0759
2026-02-04T17:11:07.645412,0.2302,0.1632,-0.1404,0.0046,-0.2618
2026-02-04T17:11:08.646634,0.227,0.2132,0.0043,0.0295,-0.1814
2026-02-04T17:11:09.648090,0.1651,0.2195,0.0842,0.0675,-0.1397
2026-02-04T17:11:10.648997,0.2664,0.1755,0.0338,0.1021,-0.02
2026-02-04T17:11:11.650124,0.2663,0.1919,0.0333,0.1049,-0.129
2026-02-04T17:11:12.652272,0.2732,0.1668,-0.0519,0.0766,-0.1647
2026-02-04T17:11:13.653719,0.2412,0.2077,-0.0874,0.0517,-0.1127
2026-02-04T17:11:14.655032,0.1243,0.2058,-0.0796,0.0254,-0.1004
2026-02-04T17:11:15.656604,0.2002,0.1884,-0.1637,0.0337,-0.2393
2026-02-04T17:11:16.658781,0.1896,0.1688,-0.0123,0.0572,-0.1406
2026-02-04T17:11:17.659786,0.1802,0.1452,0.0533,0.0488,-0.0934
2026-02-04T17:11:18.660638,0.2671,0.1107,-0.0487,0.0619,-0.1034
2026-02-04T17:11:19.661786,0.296,0.2174,-0.018,0.0254,-0.0391
2026-02-04T17:11:20.663134,0.2029,0.1969,0.0752,0.1049,-0.1043
2026-02-04T17:11:21.664525,0.2407,0.1954,0.0532,0.0519,-0.0508
2026-02-04T17:11:22.666066,0.3179,0.1948,0.0199,0.0568,-0.0344
2026-02-04T17:11:23.668491,0.3275,0.1652,-0.0017,0.0732,-0.2316
2026-02-04T17:11:24.669556,0.2656,0.1533,-0.0782,0.0667,-0.1329
2026-02-04T17:11:25.670912,0.161,0.1503,-0.0059,0.0619,-0.0826
2026-02-04T17:11:26.671622,0.1448,0.1553,-0.0365,-0.0245,-0.1365
2026-02-04T17:11:27.673020,0.2026,0.1421,-0.0079,0.0142,-0.1389
2026-02-04T17:11:28.673941,0.2563,0.1339,-0.0244,0.0286,-0.2539
2026-02-04T17:11:29.675398,0.3605,0.2141,0.073,0.0749,0.0135
2026-02-04T17:11:30.688821,0.3987,0.1761,0.1121,0.0348,0.0745
2026-02-04T17:11:31.691604,0.2802,0.1491,0.1372,0.008,-0.0501
2026-02-04T17:11:32.693732,0.219,0.2208,0.1633,-0.0316,-0.048
2026-02-04T17:11:33.694508,0.2233,0.1759,-0.1214,0.0128,-0.0109
2026-02-04T17:11:34.695258,0.2806,0.176,-0.0173,0.05,-0.0708
2026-02-04T17:11:35.696991,0.232,0.1576,0.022,0.0847,-0.1721
2026-02-04T17:11:36.698170,0.2056,0.1695,0.0462,0.0621,-0.1012
2026-02-04T17:11:37.699578,0.232,0.1644,-0.0192,0.0278,-0.0973
2026-02-04T17:11:38.700410,0.1902,0.1652,-0.0607,-0.0026,-0.1805
2026-02-04T17:11:39.701830,0.1543,0.1829,-0.0608,-0.009,-0.1454
2026-02-04T17:11:40.702617,0.2006,0.1841,-0.1139,-0.0107,-0.1109
2026-02-04T17:11:41.704380,0.2038,0.2161,-0.1179,0.0269,-0.0944
2026-02-04T17:11:42.707684,0.1049,0.2065,-0.1098,0.0371,-0.1854
2026-02-04T17:11:43.709202,0.1234,0.1272,-0.0844,0.0337,-0.1225
2026-02-04T17:11:44.710835,0.1737,0.1695,-0.044,0.0478,0.0063
2026-02-04T17:11:45.711891,0.17,0.1714,-0.0184,0.0505,0.0644
2026-02-04T17:11:46.712762,0.3025,0.1855,0.0553,0.0906,-0.1413
2026-02-04T17:11:47.713471,0.3417,0.2226,0.0435,0.078,-0.1396
2026-02-04T17:11:48.714773,0.3395,0.2016,0.0869,0.0258,-0.0651
2026-02-04T17:11:49.715449,0.3153,0.1775,0.0653,0.0517,-0.1062
2026-02-04T17:11:50.716247,0.3011,0.2286,0.0414,0.0325,-0.1532
2026-02-04T17:11:51.717379,0.3512,0.2388,0.0141,0.0401,-0.1484
2026-02-04T17:11:52.718677,0.3572,0.2356,-0.0046,0.0442,-0.0599
2026-02-04T17:11:53.719827,0.1852,0.1283,-0.0193,0.0281,-0.152
2026-02-04T17:11:54.720831,0.2485,0.2717,0.0411,0.1144,0.0476
2026-02-04T17:11:55.721535,0.1885,0.234,0.0152,0.0873,-0.0109
2026-02-04T17:11:56.722735,0.1477,0.1877,-0.0524,0.0049,-0.3022
2026-02-04T17:11:57.723770,0.19,0.1716,0.0215,0.0216,-0.2398
2026-02-04T17:11:58.724724,0.1041,0.1543,-0.0302,0.0782,-0.2693
2026-02-04T17:11:59.725682,0.1794,0.1678,0.0097,0.0928,-0.0482
2026-02-04T17:12:00.726410,0.1833,0.1658,-0.0071,0.0926,-0.0928
2026-02-04T17:12:01.727080,0.1308,0.166,0.0056,0.085,-0.1154
2026-02-04T17:12:02.812581,0.1273,0.152,0.0478,0.0763,-0.1354
2026-02-04T17:12:03.816391,0.1395,0.1597,0.0043,0.0832,-0.048
2026-02-04T17:12:04.817670,0.3591,0.2177,-0.0637,0.0017,-0.1313
2026-02-04T17:12:05.818581,0.3637,0.1875,0.0197,0.0618,-0.015
2026-02-04T17:12:06.819475,0.2558,0.1519,0.1197,0.0612,0.1043
2026-02-04T17:12:07.820520,0.2121,0.1347,0.1162,0.0423,0.22
2026-02-04T17:12:08.821437,0.2725,0.1649,0.0034,-0.0103,0.0572
2026-02-04T17:12:09.823085,0.3272,0.171,0.0622,0.0428,0.0337
2026-02-04T17:12:10.824129,0.2288,0.1659,0.0345,0.0458,-0.0369
2026-02-04T17:12:11.825806,0.244,0.1226,-0.0616,0.0079,-0.2295
2026-02-04T17:12:12.828354,0.313,0.1537,-0.1318,-0.0023,-0.1033
2026-02-04T17:12:13.830038,0.0828,0.1795,-0.1918,-0.0099,-0.1693
2026-02-04T17:12:14.831705,-0.0805,0.1094,-0.0933,-0.0399,-0.2912
2026-02-04T17:12:15.832938,0.1467,0.115,-0.0944,-0.0327,-0.2635
2026-02-04T17:12:16.833974,0.2144,0.173,-0.0032,0.0105,-0.2073
2026-02-04T17:12:17.835638,0.1079,0.1374,-0.0654,0.0297,-0.057
2026-02-04T17:12:18.836603,0.1967,0.1487,0.0156,0.0536,0.0351
2026-02-04T17:12:19.838176,0.1119,0.1523,0.0195,-0.0173,0.0994
2026-02-04T17:12:20.839560,0.1077,0.1273,0.0496,-0.0268,0.1309
2026-02-04T17:12:21.841445,0.1405,0.0847,0.0054,0.0242,-0.0517
2026-02-04T17:12:22.842199,0.4349,0.2428,0.3113,0.0838,0.2456
2026-02-04T17:12:23.843178,0.4209,0.207,0.2556,0.0757,0.1931
2026-02-04T17:12:24.844527,0.2541,0.1198,0.0074,0.0442,-0.0558
2026-02-04T17:12:25.845639,0.2215,0.1479,-0.1145,0.0217,-0.1185
2026-02-04T17:12:26.846580,0.2247,0.1232,-0.0585,-0.0417,-0.0119
2026-02-04T17:12:27.848102,0.2695,0.1316,-0.0451,-0.0511,-0.0359
2026-02-04T17:12:28.849381,0.2365,0.1001,-0.1036,-0.0609,-0.0439
2026-02-04T17:12:29.850106,0.1749,0.1217,0.0045,0.0004,-0.0714
2026-02-04T17:12:30.850784,0.151,0.0474,0.0055,-0.0312,-0.065
2026-02-04T17:12:31.851500,0.1633,0.1226,-0.0889,-0.0187,-0.0962
2026-02-04T17:12:32.853430,0.1578,0.1422,-0.0581,0.0406,-0.027
2026-02-04T17:12:33.854886,0.1088,0.0712,-0.0739,0.0502,-0.233
2026-02-04T17:12:34.856397,0.0068,0.05,-0.0964,-0.0324,-0.3287
2026-02-04T17:12:35.857007,0.1511,0.1295,-0.0334,-0.0008,0.093
2026-02-04T17:12:36.857882,0.2172,0.1456,0.024,0.0008,-0.0554
2026-02-04T17:12:37.859534,0.0855,0.1372,0.1025,0.013,-0.0917
2026-02-04T17:12:38.860765,0.0978,0.1409,0.0541,0.0317,-0.0707
2026-02-04T17:12:39.862014,0.2258,0.141,-0.2134,0.1064,-0.0385
2026-02-04T17:12:40.863497,0.2418,0.2061,-0.0529,0.1316,-0.0608
2026-02-04T17:12:41.864567,0.2794,0.1481,0.0349,0.0743,-0.1549
2026-02-04T17:12:42.866697,0.2753,0.1555,0.0467,-0.0192,-0.2049
2026-02-04T17:12:43.867959,0.3197,0.1774,-0.0082,-0.0437,-0.0694
2026-02-04T17:12:44.870431,0.255,0.1597,0.0569,-0.0503,-0.1071
2026-02-04T17:12:45.871262,0.2649,0.1752,-0.1169,-0.0271,-0.3161
2026-02-04T17:12:46.872427,0.2491,0.1608,-0.0002,0.0341,-0.148
2026-02-04T17:12:47.873372,0.1377,0.1628,0.0186,0.0481,-0.0556
2026-02-04T17:12:48.874529,0.1363,0.1213,-0.0149,0.0488,-0.1947
2026-02-04T17:12:49.875443,0.1234,0.0832,-0.0357,0.0167,-0.1877
2026-02-04T17:12:50.877366,0.1154,0.072,-0.0097,0.0276,-0.1263
2026-02-04T17:12:51.879382,0.1417,0.105,-0.0067,0.0276,-0.1131
2026-02-04T17:12:52.880067,0.0871,0.1047,0.0126,0.0528,-0.0715
2026-02-04T17:12:53.880667,0.1172,0.1095,-0.0353,0.0634,-0.1669
2026-02-04T17:12:54.883178,0.36,0.1514,0.1585,0.1333,-0.0736
2026-02-04T17:12:55.884672,0.3069,0.2292,0.1283,0.1682,-0.0264
2026-02-04T17:12:56.885768,0.2222,0.2554,-0.0245,0.1612,0.1565
2026-02-04T17:12:57.887854,0.2432,0.1788,-0.0414,0.1461,0.211
2026-02-04T17:12:58.889867,0.2411,0.1731,-0.0264,0.1389,0.24
2026-02-04T17:12:59.890962,0.1717,0.2044,-0.0796,0.1542,0.0308
2026-02-04T17:13:00.892014,0.1782,0.1636,-0.0803,0.1714,-0.0311
2026-02-04T17:13:01.894217,0.0233,0.1169,-0.0959,0.1171,-0.1144
2026-02-04T17:13:02.895170,0.0241,0.0801,-0.1252,0.1516,-0.1638
2026-02-04T17:13:03.896434,0.2418,0.2156,0.053,0.2687,0.0147
2026-02-04T17:13:04.897044,0.2676,0.2777,0.1767,0.2546,0.0509
2026-02-04T17:13:05.898661,0.1801,0.2607,0.0817,0.2308,-0.102
2026-02-04T17:13:06.900275,0.1252,0.2582,0.042,0.2244,-0.1387
2026-02-04T17:13:07.902305,0.1933,0.2376,0.0755,0.1887,-0.1302
2026-02-04T17:13:08.902782,0.1842,0.2294,0.1031,0.1651,-0.1956
2026-02-04T17:13:09.903375,0.3068,0.2503,0.0508,0.1631,-0.1036
2026-02-04T17:13:10.905571,0.2029,0.2717,-0.0294,0.1597,-0.0435
2026-02-04T17:13:11.906379,0.1897,0.2517,-0.0467,0.1695,-0.0477
2026-02-04T17:13:12.908268,0.2271,0.1801,0.0469,0.1427,-0.0853
2026-02-04T17:13:13.914106,0.2074,0.2591,0.0019,0.1468,0.0425
2026-02-04T17:13:14.915911,0.311,0.3038,0.0144,0.1074,0.0674
2026-02-04T17:13:15.916914,0.2121,0.261,-0.0966,0.1615,-0.146
2026-02-04T17:13:16.918952,0.1902,0.2621,-0.0572,0.1394,-0.1911
2026-02-04T17:13:17.920642,0.1528,0.284,-0.0867,0.1536,-0.1448
2026-02-04T17:13:18.921748,0.095,0.2776,-0.129,0.1324,-0.0871
2026-02-04T17:13:19.924053,0.1332,0.2675,-0.1066,0.1438,-0.0784
2026-02-04T17:13:20.925912,0.1641,0.2933,-0.1177,0.1669,-0.1016
2026-02-04T17:13:21.927216,0.2281,0.2975,0.0442,0.0934,-0.0324
2026-02-04T17:13:22.928974,0.2021,0.2769,0.08,0.0975,0.0881
2026-02-04T17:13:23.929904,0.2914,0.2346,0.0221,0.1186,0.0944
2026-02-04T17:13:24.930846,0.3073,0.2814,0.1505,0.1424,0.1226
2026-02-04T17:13:25.931532,0.274,0.2471,0.1522,0.1121,0.1324
2026-02-04T17:13:26.932468,0.3665,0.3793,0.1224,0.22,0.1657
2026-02-04T17:13:27.933805,0.3499,0.3784,0.0061,0.2147,0.0172
2026-02-04T17:13:28.936363,0.2768,0.3247,-0.0606,0.1666,0.0634
2026-02-04T17:13:29.937746,0.1529,0.3624,-0.0292,0.2842,0.1286
2026-02-04T17:13:30.938605,0.2641,0.3378,0.0254,0.2462,0.0812
2026-02-04T17:13:31.939246,0.2972,0.322,0.0118,0.2116,0.1833
2026-02-04T17:13:32.940849,0.2987,0.1964,0.0253,0.1979,0.1029
2026-02-04T17:13:33.942393,0.3279,0.1937,0.0689,0.2146,0.231
2026-02-04T17:13:34.943392,0.3092,0.2141,0.088,0.1898,0.2308
2026-02-04T17:13:35.946562,0.2997,0.1755,0.1308,0.1473,0.3176
2026-02-04T17:13:36.947133,0.2948,0.124,0.1137,0.177,0.438
2026-02-04T17:13:37.948278,0.5103,0.4139,0.1558,0.5173,0.1691
2026-02-04T17:13:38.949322,0.5449,0.4273,0.2755,0.4291,0.2119
2026-02-04T17:13:39.950891,0.5167,0.4648,0.2933,0.4446,0.4003
2026-02-04T17:13:40.951660,0.5176,0.4382,0.3442,0.473,0.4674
2026-02-04T17:13:41.953505,0.4967,0.463,0.2938,0.4717,0.4217
2026-02-04T17:13:42.954313,0.5056,0.4946,0.2397,0.4161,0.3215
2026-02-04T17:13:43.955404,0.4949,0.4849,0.2695,0.4015,0.3165
2026-02-04T17:13:44.957127,0.4801,0.4761,0.279,0.431,0.3479
2026-02-04T17:13:45.959820,0.478,0.5229,0.1818,0.4251,0.1713
2026-02-04T17:13:46.960596,0.4958,0.537,0.228,0.4731,0.2049
2026-02-04T17:13:47.961844,0.4657,0.5409,0.1507,0.4487,0.1251
2026-02-04T17:13:48.963099,0.4995,0.5096,0.2053,0.4097,0.0938
2026-02-04T17:13:49.965020,0.4851,0.4968,0.2076,0.4145,0.1679
2026-02-04T17:13:50.966586,0.5265,0.5116,0.2338,0.4183,0.2021
2026-02-04T17:13:51.968617,0.5268,0.5144,0.2369,0.4035,0.1954
2026-02-04T17:13:52.973342,0.5139,0.4911,0.2487,0.416,0.157
2026-02-04T17:13:53.974924,0.5102,0.5304,0.2539,0.4411,0.1594
2026-02-04T17:13:54.977047,0.5678,0.3637,0.3665,0.3236,0.2663
2026-02-04T17:13:55.978478,0.4997,0.3666,0.1748,0.2639,0.2334
2026-02-04T17:13:56.981435,0.4231,0.3768,0.2543,0.326,0.2974
2026-02-04T17:13:57.983024,0.4046,0.3778,0.289,0.3135,0.2823
2026-02-04T17:13:58.985494,0.4582,0.3862,0.2819,0.3164,0.2613
2026-02-04T17:13:59.986261,0.4522,0.3999,0.2868,0.2952,0.2789
2026-02-04T17:14:00.986956,0.4638,0.3614,0.335,0.2925,0.2418
2026-02-04T17:14:01.987850,0.4781,0.2886,0.2646,0.3312,0.2815
2026-02-04T17:14:02.991064,0.4914,0.3359,0.1839,0.2911,0.1578
2026-02-04T17:14:03.992106,0.4117,0.353,0.1313,0.2229,0.2048
2026-02-04T17:14:04.992948,0.4154,0.3298,0.1382,0.2226,0.2297
2026-02-04T17:14:05.993821,0.4424,0.2705,0.1425,0.1247,0.1712
2026-02-04T17:14:06.996462,0.4153,0.2959,0.1861,0.2464,0.1471
2026-02-04T17:14:07.998086,0.4221,0.3885,0.2207,0.3232,0.1803
2026-02-04T17:14:09.001979,0.4515,0.5113,0.1417,0.3747,0.2701
2026-02-04T17:14:10.002587,0.3567,0.4901,0.089,0.3541,0.2963
2026-02-04T17:14:11.003169,0.3526,0.459,0.1091,0.349,0.3009
2026-02-04T17:14:12.003709,0.3784,0.3134,0.1274,0.1908,0.2594
2026-02-04T17:14:13.004833,0.2602,0.2475,0.0421,0.0787,0.2867
2026-02-04T17:14:14.006407,0.361,0.2616,0.1669,0.2397,0.2895
2026-02-04T17:14:15.007183,0.3849,0.3154,0.2879,0.2731,0.3256
2026-02-04T17:14:16.008208,0.4652,0.3892,0.2246,0.2834,0.3058
2026-02-04T17:14:17.009511,0.3613,0.4278,0.1078,0.2299,0.2776
2026-02-04T17:14:18.010450,0.3354,0.448,0.0919,0.2329,0.2023
2026-02-04T17:14:19.011462,0.2935,0.4221,0.0789,0.1823,0.1635
2026-02-04T17:14:20.012772,0.2862,0.4396,0.1126,0.2251,0.1813
2026-02-04T17:14:21.013761,0.388,0.4367,0.1722,0.2638,0.202
2026-02-04T17:14:22.014971,0.411,0.4542,0.1471,0.2515,0.191
2026-02-04T17:14:23.016851,0.3882,0.4435,0.1412,0.245,0.1684
2026-02-04T17:14:24.017869,0.3269,0.2792,0.1514,0.088,0.2486
2026-02-04T17:14:25.018732,0.2413,0.2396,0.1796,0.0558,0.2719
2026-02-04T17:14:26.019273,0.3352,0.3149,0.2486,0.0941,0.2241
2026-02-04T17:14:27.020301,0.386,0.2812,0.1872,0.0377,0.2759
2026-02-04T17:14:28.020814,0.2646,0.2275,0.1305,-0.015,0.294
2026-02-04T17:14:29.021535,0.2893,0.1933,0.0777,-0.0085,0.2631
2026-02-04T17:14:30.023147,0.3183,0.1793,0.1059,0.0219,0.2396
2026-02-04T17:14:31.023925,0.2817,0.2085,0.1181,0.044,0.2736
2026-02-04T17:14:32.024799,0.3057,0.2798,0.1366,0.0637,0.268
2026-02-04T17:14:33.025513,0.0569,0.1547,0.1056,0.0952,0.3469
2026-02-04T17:14:34.026133,0.0065,0.1663,0.1413,0.0688,0.3965
2026-02-04T17:14:35.026870,-0.0094,0.1472,0.1459,0.0614,0.2992
2026-02-04T17:14:36.027813,0.3377,0.3182,0.2182,0.2579,0.1691
2026-02-04T17:14:37.030482,0.3375,0.2684,0.1204,0.1634,0.0239
2026-02-04T17:14:38.032464,0.2754,0.138,-0.0524,0.0792,-0.1184
2026-02-04T17:14:39.033400,0.2018,0.1145,0.0083,0.0999,0.0619
2026-02-04T17:14:40.034036,0.1606,0.208,0.0696,0.0995,0.1076
2026-02-04T17:14:41.035008,0.1778,0.2362,-0.0776,0.0856,0.1361
2026-02-04T17:14:42.036717,0.2426,0.2284,-0.0328,0.0291,0.1844
2026-02-04T17:14:43.037888,0.197,0.2148,-0.1077,0.1015,0.0717
2026-02-04T17:14:44.039148,0.1539,0.1909,-0.1468,0.0916,-0.0198
2026-02-04T17:14:45.040035,0.137,0.1871,-0.0969,0.0708,0.0076
2026-02-04T17:14:46.040751,0.1503,0.1952,-0.0859,0.0516,0.0324
2026-02-04T17:14:47.041441,0.288,0.2909,0.1502,0.1242,0.1038
2026-02-04T17:14:48.042441,0.2675,0.2338,0.044,0.1272,0.1083
2026-02-04T17:14:49.043892,0.1228,0.1927,-0.0482,0.0813,0.0006
