Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Return,LogReturn
2021-11-01 00:00:00-04:00,435.1644532533275,435.54263359234545,433.1791507290293,434.9186706542969,48433600,0.0,0.0,0.0,,
2021-11-02 00:00:00-04:00,435.0888399261555,436.989089404332,434.9564710356254,436.6770935058594,48908400,0.0,0.0,0.0,0.40431072984683514,0.40349559040762184
2021-11-03 00:00:00-04:00,436.10982154603056,439.7495907183395,435.66548563900415,439.34307861328125,52509800,0.0,0.0,0.0,0.6105163625639287,0.6086602621194116
2021-11-04 00:00:00-04:00,439.94810609389634,441.49856458035435,439.598315273468,441.4134826660156,52847100,0.0,0.0,0.0,0.4712499532869119,0.4701430468629845
2021-11-05 00:00:00-04:00,443.654113248998,444.94929729786503,441.42299917818394,442.945068359375,66390600,0.0,0.0,0.0,0.34697302042272504,0.34637245783072645
2021-11-08 00:00:00-05:00,444.0511523068338,444.55220949770364,442.6330626514163,443.32318115234375,50405200,0.0,0.0,0.0,0.08536335992388455,0.08532694612901613
2021-11-09 00:00:00-05:00,443.69191411551805,443.92826239983964,440.43975941516413,441.85784912109375,51149100,0.0,0.0,0.0,-0.330533591192117,-0.33108106017879474
2021-11-10 00:00:00-05:00,440.1561240915625,441.857849049066,436.8094531589126,438.30316162109375,69429700,0.0,0.0,0.0,-0.8044866707857978,-0.8077401256252497
2021-11-11 00:00:00-05:00,439.8063452694138,439.88199287907327,438.42607932978063,438.4449768066406,34848500,0.0,0.0,0.0,0.03235550138911414,0.03235026812556544
2021-11-12 00:00:00-05:00,439.7212557199241,442.31162370919134,438.76639940952595,441.75384521484375,53466700,0.0,0.0,0.0,0.7546827043846793,0.7518492214042113
2021-11-15 00:00:00-05:00,443.0490979503396,443.2097986431052,440.7706967998199,441.9051513671875,46980500,0.0,0.0,0.0,0.03425123606342062,0.03424537166660865
2021-11-16 00:00:00-05:00,441.640330527274,444.797939659027,441.5647117823855,443.6540222167969,48857500,0.0,0.0,0.0,0.3957570632971086,0.3949760050818719
2021-11-17 00:00:00-05:00,443.3893486524,443.5689756433115,441.95236157621497,442.5763244628906,47858300,0.0,0.0,0.0,-0.24291400504413696,-0.24320951977481578
2021-11-18 00:00:00-05:00,443.61626655252275,444.3442377330162,440.8746322243383,444.07952880859375,50625600,0.0,0.0,0.0,0.33964861259296875,0.3390731094502429
2021-11-19 00:00:00-05:00,443.9660557499497,445.2234447746228,442.916683219882,443.285400390625,57315600,0.0,0.0,0.0,-0.17882572072153158,-0.178985804789616
