Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,LogReturn
2005-01-03 00:00:00-05:00,58.720001220703125,58.720001220703125,57.79999923706055,57.97999954223633,690000,0.0,0.0,,
2005-01-04 00:00:00-05:00,57.959999084472656,58.15999984741211,56.81999969482422,57.099998474121094,825000,0.0,0.0,-1.5177666006606083,-1.5294025659268735
2005-01-05 00:00:00-05:00,57.0,57.220001220703125,56.84000015258789,57.20000076293945,1490000,0.0,0.0,0.17513536162996335,0.17498217848132622
2005-01-06 00:00:00-05:00,57.20000076293945,57.5,57.060001373291016,57.47999954223633,875000,0.0,0.0,0.48950834888501493,0.4883141523092413
2005-01-07 00:00:00-05:00,57.52000045776367,58.5,57.31999969482422,58.380001068115234,705000,0.0,0.0,1.5657646712707196,1.5536330474931936
2005-01-10 00:00:00-05:00,58.0,58.52000045776367,57.599998474121094,58.52000045776367,515000,0.0,0.0,0.23980710360915758,0.23952002523906646
2005-01-11 00:00:00-05:00,58.5,58.5,57.5,57.529998779296875,605000,0.0,0.0,-1.6917321782683903,-1.706205431761643
2005-01-12 00:00:00-05:00,57.68000030517578,58.0,57.209999084472656,57.52000045776367,420000,0.0,0.0,-0.017379318173738056,-0.017380828552237167
2005-01-13 00:00:00-05:00,57.5,57.560001373291016,57.220001220703125,57.400001525878906,300000,0.0,0.0,-0.2086212290156042,-0.20883914623538855
2005-01-14 00:00:00-05:00,57.65999984741211,57.68000030517578,57.20000076293945,57.27000045776367,410000,0.0,0.0,-0.22648269104421637,-0.22673955099309812
2005-01-18 00:00:00-05:00,57.52000045776367,58.02000045776367,57.31999969482422,57.79999923706055,910000,0.0,0.0,0.925438755125807,0.9211828079841569
2005-01-19 00:00:00-05:00,57.79999923706055,58.36000061035156,57.63999938964844,57.779998779296875,545000,0.0,0.0,-0.03460286855998529,-0.03460885673397468
2005-01-20 00:00:00-05:00,58.31999969482422,58.5,58.02000045776367,58.36000061035156,775000,0.0,0.0,1.0038107360820892,0.9988060201625968
2005-01-21 00:00:00-05:00,58.720001220703125,60.2400016784668,58.599998474121094,60.09000015258789,1595000,0.0,0.0,2.96435833472124,2.921270677218551
2005-01-24 00:00:00-05:00,60.0,60.08000183105469,59.86000061035156,60.0,605000,0.0,0.0,-0.14977559054643041,-0.14988786630583956
2005-01-25 00:00:00-05:00,60.0,60.0099983215332,59.29999923706055,59.70000076293945,810000,0.0,0.0,-0.49999872843424775,-0.5012529043989065
2005-01-26 00:00:00-05:00,59.70000076293945,59.70000076293945,59.2599983215332,59.279998779296875,520000,0.0,0.0,-0.7035209016334032,-0.7060072782438429
2005-01-27 00:00:00-05:00,59.400001525878906,59.5,58.65999984741211,58.84000015258789,400000,0.0,0.0,-0.7422379145909375,-0.7450062069168498
2005-01-28 00:00:00-05:00,59.20000076293945,60.060001373291016,59.08000183105469,60.0,1600000,0.0,0.0,1.9714477301222333,1.9522663895595946
2005-01-31 00:00:00-05:00,60.0,60.119998931884766,59.400001525878906,59.880001068115234,715000,0.0,0.0,-0.19999821980793975,-0.2001984833077442
2005-02-01 00:00:00-05:00,59.939998626708984,60.439998626708984,59.86000061035156,60.34000015258789,560000,0.0,0.0,0.7682015301726519,0.7652658870693541
2005-02-02 00:00:00-05:00,60.29999923706055,60.47999954223633,60.0,60.08000183105469,675000,0.0,0.0,-0.430888831414844,-0.4318198326895589
2005-02-03 00:00:00-05:00,60.279998779296875,60.279998779296875,59.880001068115234,60.08000183105469,530000,0.0,0.0,0.0,0.0
2005-02-04 00:00:00-05:00,60.0,60.4900016784668,59.65999984741211,60.4900016784668,460000,0.0,0.0,0.6824231606467501,0.6801051933840697
2005-02-07 00:00:00-05:00,60.4900016784668,60.91999816894531,60.31999969482422,60.86000061035156,890000,0.0,0.0,0.6116695678923811,0.6098064630943515
2005-02-08 00:00:00-05:00,60.70000076293945,60.86000061035156,60.15999984741211,60.720001220703125,545000,0.0,0.0,-0.23003514335263597,-0.23030013064244664
2005-02-09 00:00:00-05:00,60.7599983215332,60.86000061035156,60.40999984741211,60.65999984741211,440000,0.0,0.0,-0.0988164889406451,-0.09886534462070808
2005-02-10 00:00:00-05:00,60.619998931884766,60.7400016784668,60.439998626708984,60.599998474121094,565000,0.0,0.0,-0.0989142325122816,-0.0989631849225119
2005-02-11 00:00:00-05:00,60.5,61.34000015258789,60.5,61.15999984741211,980000,0.0,0.0,0.924094698665967,0.9198510670216072
2005-02-14 00:00:00-05:00,61.279998779296875,61.279998779296875,60.84000015258789,60.84000015258789,350000,0.0,0.0,-0.5232172917308486,-0.52459086668534
2005-02-15 00:00:00-05:00,60.84000015258789,61.15999984741211,60.619998931884766,60.619998931884766,365000,0.0,0.0,-0.36160621326652986,-0.3622615889303192
2005-02-16 00:00:00-05:00,60.63999938964844,60.70000076293945,60.040000915527344,60.459999084472656,580000,0.0,0.0,-0.2639390469008296,-0.26428798011913296
2005-02-17 00:00:00-05:00,60.20000076293945,60.34000015258789,60.060001373291016,60.2400016784668,435000,0.0,0.0,-0.36387265851342,-0.36453628539844374
2005-02-18 00:00:00-05:00,60.20000076293945,60.20000076293945,59.84000015258789,60.04999923706055,520000,0.0,0.0,-0.31540909049172505,-0.31590755337099463
2005-02-22 00:00:00-05:00,59.81999969482422,60.70000076293945,59.79999923706055,60.08000183105469,640000,0.0,0.0,0.04996268838521889,0.049950211189854
2005-02-23 00:00:00-05:00,60.33000183105469,60.79999923706055,60.20000076293945,60.68000030517578,400000,0.0,0.0,0.9986658718957653,0.9937121576775136
2005-02-24 00:00:00-05:00,60.7400016784668,60.7400016784668,60.0,60.2400016784668,695000,0.0,0.0,-0.725113092445806,-0.7277548154963792
2005-02-25 00:00:00-05:00,60.0,60.459999084472656,59.939998626708984,60.31999969482422,390000,0.0,0.0,0.13279882823444833,0.13271072857879423
2005-02-28 00:00:00-05:00,60.2400016784668,60.36000061035156,60.099998474121094,60.29999923706055,490000,0.0,0.0,-0.033157257733518186,-0.033162755967629576
2005-03-01 00:00:00-05:00,60.31999969482422,60.70000076293945,60.2400016784668,60.41999816894531,405000,0.0,0.0,0.19900320630685808,0.198805457234125
2005-03-02 00:00:00-05:00,60.31999969482422,60.380001068115234,60.040000915527344,60.08000183105469,480000,0.0,0.0,-0.5627215296166277,-0.5643107720264422
2005-03-03 00:00:00-05:00,60.02000045776367,60.29999923706055,59.279998779296875,59.52000045776367,945000,0.0,0.0,-0.9320928033020759,-0.9364639717062748
2005-03-04 00:00:00-05:00,59.70000076293945,59.84000015258789,59.20000076293945,59.58000183105469,1100000,0.0,0.0,0.10080875811415702,0.10075798020844659
2005-03-07 00:00:00-05:00,59.79999923706055,60.34000015258789,59.36000061035156,60.02000045776367,1105000,0.0,0.0,0.7385005256573374,0.7357869621230542
2005-03-08 00:00:00-05:00,60.04999923706055,60.41999816894531,59.86000061035156,60.220001220703125,710000,0.0,0.0,0.33322352784750375,0.33266956852402946
2005-03-09 00:00:00-05:00,60.0,60.70000076293945,60.0,60.5,890000,0.0,0.0,0.4649597702110597,0.46388217124821846
2005-03-10 00:00:00-05:00,60.36000061035156,60.459999084472656,60.02000045776367,60.13999938964844,650000,0.0,0.0,-0.595042331159612,-0.5968197625258269
2005-03-11 00:00:00-05:00,60.2400016784668,60.36000061035156,60.0,60.02000045776367,735000,0.0,0.0,-0.1995326456644797,-0.1997319772464312
2005-03-14 00:00:00-05:00,60.31999969482422,60.31999969482422,60.02000045776367,60.119998931884766,300000,0.0,0.0,0.1666085860686728,0.1664699479312466
2005-03-15 00:00:00-05:00,60.2400016784668,60.29999923706055,59.560001373291016,59.560001373291016,795000,0.0,0.0,-0.9314663482083874,-0.9358316245307549
2005-03-16 00:00:00-05:00,59.400001525878906,59.400001525878906,57.2599983215332,57.36000061035156,2390000,0.0,0.0,-3.693755393239495,-3.763702394099575
2005-03-17 00:00:00-05:00,57.400001525878906,59.36000061035156,57.400001525878906,58.65999984741211,1580000,0.0,0.0,2.2663863724330824,2.241085401599684
2005-03-18 00:00:00-05:00,58.880001068115234,58.959999084472656,58.15999984741211,58.369998931884766,475000,0.0,0.0,-0.4943759227441169,-0.49560200314245073
2005-03-21 00:00:00-05:00,58.36000061035156,58.79999923706055,58.02000045776367,58.02000045776367,675000,0.0,0.0,-0.5996204908784164,-0.6014254333640454
2005-03-22 00:00:00-05:00,58.0,58.0,57.41999816894531,57.70000076293945,705000,0.0,0.0,-0.5515334234738045,-0.5530599846439821
2005-03-23 00:00:00-05:00,57.459999084472656,57.58000183105469,57.20000076293945,57.20000076293945,940000,0.0,0.0,-0.8665511150584781,-0.8703275012720227
2005-03-24 00:00:00-05:00,57.29999923706055,58.119998931884766,57.290000915527344,57.900001525878906,660000,0.0,0.0,1.2237775412635932,1.2163499208789235
2005-03-28 00:00:00-05:00,58.0,58.0,57.099998474121094,57.400001525878906,920000,0.0,0.0,-0.8635578356185669,-0.8673081023866982
2005-03-29 00:00:00-05:00,56.79999923706055,57.52000045776367,56.099998474121094,57.279998779296875,2465000,0.0,0.0,-0.2090640128779908,-0.20928285675445332
2005-03-30 00:00:00-05:00,57.2599983215332,58.15999984741211,57.18000030517578,57.7599983215332,1480000,0.0,0.0,0.837988045505722,0.8344964184010182
2005-03-31 00:00:00-05:00,57.65999984741211,57.70000076293945,56.959999084472656,57.119998931884766,995000,0.0,0.0,-1.10803221649306,-1.1142166193409815
2005-04-01 00:00:00-05:00,56.900001525878906,57.31999969482422,56.20000076293945,56.29999923706055,1145000,0.0,0.0,-1.43557372226506,-1.4459777737510233
2005-04-04 00:00:00-04:00,57.20000076293945,57.81999969482422,56.70000076293945,57.70000076293945,1370000,0.0,0.0,2.4866812519551917,2.4562665142252373
2005-04-05 00:00:00-04:00,57.86000061035156,58.599998474121094,57.86000061035156,58.41999816894531,710000,0.0,0.0,1.2478291100271655,1.2401078880077427
2005-04-06 00:00:00-04:00,58.5,58.959999084472656,58.20000076293945,58.47999954223633,530000,0.0,0.0,0.10270690717499864,0.10265419971747052
2005-04-07 00:00:00-04:00,58.400001525878906,58.58000183105469,57.81999969482422,58.04999923706055,415000,0.0,0.0,-0.7352946452491294,-0.7380112612724914
2005-04-08 00:00:00-04:00,57.900001525878906,57.97999954223633,57.52000045776367,57.650001525878906,480000,0.0,0.0,-0.6890572203940182,-0.6914421818056631
2005-04-11 00:00:00-04:00,57.400001525878906,58.52000045776367,57.400001525878906,58.29999923706055,895000,0.0,0.0,1.1274894951908365,1.1211807086961365
2005-04-12 00:00:00-04:00,58.439998626708984,58.63999938964844,58.15999984741211,58.36000061035156,1025000,0.0,0.0,0.10291830887858566,0.10286538429668399
2005-04-13 00:00:00-04:00,58.34000015258789,58.560001373291016,57.400001525878906,57.709999084472656,725000,0.0,0.0,-1.1137791622360171,-1.1200281254374191
2005-04-14 00:00:00-04:00,57.560001373291016,57.599998474121094,57.099998474121094,57.220001220703125,515000,0.0,0.0,-0.8490692627672769,-0.852694390313097
2005-04-15 00:00:00-04:00,56.900001525878906,57.7599983215332,56.65999984741211,56.939998626708984,1190000,0.0,0.0,-0.4893439147513168,-0.49054512237896375
2005-04-18 00:00:00-04:00,57.2400016784668,57.560001373291016,56.2400016784668,56.47999954223633,1280000,0.0,0.0,-0.8078663427590671,-0.8111472651573063
2005-04-19 00:00:00-04:00,56.79999923706055,57.099998474121094,56.20000076293945,56.47999954223633,720000,0.0,0.0,0.0,0.0
2005-04-20 00:00:00-04:00,56.47999954223633,56.47999954223633,55.20000076293945,55.209999084472656,1470000,0.0,0.0,-2.2485843981176923,-2.2742505366788777
2005-04-21 00:00:00-04:00,56.20000076293945,56.29999923706055,55.720001220703125,55.959999084472656,1410000,0.0,0.0,1.3584495787664963,1.349305372357491
2005-04-22 00:00:00-04:00,55.959999084472656,56.099998474121094,54.84000015258789,54.86000061035156,1240000,0.0,0.0,-1.9656870838411278,-1.98526368018137
2005-04-25 00:00:00-04:00,55.20000076293945,55.779998779296875,54.880001068115234,55.060001373291016,1285000,0.0,0.0,0.3645657322535856,0.36390280211012815
2005-04-26 00:00:00-04:00,55.52000045776367,55.52000045776367,55.0,55.02000045776367,810000,0.0,0.0,-0.07264968131066585,-0.07267608398004982
2005-04-27 00:00:00-04:00,54.97999954223633,55.08000183105469,54.65999984741211,54.869998931884766,935000,0.0,0.0,-0.27263090627208664,-0.27300322117832676
2005-04-28 00:00:00-04:00,54.68000030517578,56.779998779296875,54.68000030517578,55.79999923706055,1255000,0.0,0.0,1.6949158434106826,1.6807124109919598
2005-04-29 00:00:00-04:00,55.86000061035156,56.5,55.86000061035156,55.959999084472656,885000,0.0,0.0,0.2867380817199727,0.2863277722376584
2005-05-02 00:00:00-04:00,56.65999984741211,57.599998474121094,56.400001525878906,56.599998474121094,1210000,0.0,0.0,1.1436729809132906,1.1371824813253895
2005-05-03 00:00:00-04:00,56.599998474121094,56.7599983215332,56.02000045776367,56.2599983215332,605000,0.0,0.0,-0.6007069995652814,-0.6025185022541096
2005-05-04 00:00:00-04:00,56.599998474121094,56.779998779296875,56.2599983215332,56.65999984741211,1100000,0.0,0.0,0.7109874472317701,0.7084718481721703
2005-05-05 00:00:00-04:00,56.65999984741211,56.65999984741211,56.15999984741211,56.220001220703125,545000,0.0,0.0,-0.7765595268159564,-0.7795904517971468
2005-05-06 00:00:00-04:00,56.099998474121094,56.31999969482422,55.70000076293945,55.91999816894531,590000,0.0,0.0,-0.5336233462181705,-0.5350522009982978
2005-05-09 00:00:00-04:00,56.2400016784668,56.29999923706055,55.52000045776367,55.52000045776367,435000,0.0,0.0,-0.7153035126595819,-0.717874073779979
