Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Return,LogReturn
2020-01-02 00:00:00-05:00,297.35632188751407,298.59707369212856,296.4280509440613,298.57867431640625,59151200,0.0,0.0,0.0,,
2020-01-03 00:00:00-05:00,295.16887962392286,297.44818606290164,295.1137376014159,296.3177185058594,77709700,0.0,0.0,0.0,-0.7572395502536522,-0.7601211653055551
2020-01-06 00:00:00-05:00,294.55308477939934,297.53089418473877,294.4336010499986,297.44818115234375,55653900,0.0,0.0,0.0,0.3815035604973538,0.3807776812483704
2020-01-07 00:00:00-05:00,296.87835736701527,297.35629232301494,296.1614829808418,296.6118469238281,40496400,0.0,0.0,0.0,-0.2811697235046373,-0.2815657480800477
2020-01-08 00:00:00-05:00,296.80485100475323,299.41500980685026,296.5567118817893,298.1926574707031,68296000,0.0,0.0,0.0,0.5329559703260767,0.5315407859740247
2020-01-09 00:00:00-05:00,299.76426370007135,300.2881410116043,299.1760446735445,300.214599609375,48473300,0.0,0.0,0.0,0.6780657028319093,0.67577717666131
2020-01-10 00:00:00-05:00,300.80282571626174,300.9590521159792,298.8819702432544,299.3506774902344,53029300,0.0,0.0,0.0,-0.28776818990972064,-0.28818303862491407
2020-01-13 00:00:00-05:00,299.9756749401628,301.418595467985,299.5437103362365,301.409423828125,47086800,0.0,0.0,0.0,0.6877373237138551,0.6853831978863816
2020-01-14 00:00:00-05:00,300.9681699060616,302.0250959058107,300.3891507106997,300.9497985839844,62832800,0.0,0.0,0.0,-0.15249199520805945,-0.15260838258707782
2020-01-15 00:00:00-05:00,300.8579579357879,302.3927911075288,300.7752448949001,301.6299743652344,72056600,0.0,0.0,0.0,0.22600971472661602,0.225754696941892
2020-01-16 00:00:00-05:00,303.0177701581234,304.1390380859375,302.78800237002895,304.1390380859375,54050300,0.0,0.0,0.0,0.8318350077717973,0.8283943277236158
2020-01-17 00:00:00-05:00,304.8559865505974,305.2971228603376,304.07477027165567,305.08575439453125,95846000,0.0,0.0,0.0,0.31127747182728704,0.31079400652418226
2020-01-21 00:00:00-05:00,304.1206278941129,305.29703780539637,304.047114545581,304.4882507324219,77742400,0.0,0.0,0.0,-0.19584777509364937,-0.19603980761727485
2020-01-22 00:00:00-05:00,305.3521828203176,306.0047435161207,304.3687980289673,304.5250244140625,48914900,0.0,0.0,0.0,0.012077208743588308,0.012076479507446784
2020-01-23 00:00:00-05:00,303.87251385833906,305.2878913528124,302.7512458779067,304.8742980957031,51963000,0.0,0.0,0.0,0.1146945747111161,0.11462885073353266
2020-01-24 00:00:00-05:00,305.53605936740274,305.61877241707987,300.8671615459876,302.1630554199219,87578400,0.0,0.0,0.0,-0.8892985380257179,-0.8932763984044386
2020-01-27 00:00:00-05:00,296.88752400438364,298.80837915802067,296.54747219913145,297.3194885253906,84062500,0.0,0.0,0.0,-1.6029646270951492,-1.6159510707888398
2020-01-28 00:00:00-05:00,298.7532647585038,301.3174811116688,297.4114287374613,300.4351806640625,63834000,0.0,0.0,0.0,1.0479273168821468,1.0424746190336045
2020-01-29 00:00:00-05:00,301.804677949002,302.03444580442965,299.9849064367947,300.1871032714844,53888900,0.0,0.0,0.0,-0.0825726840744112,-0.08260679409351898
2020-01-30 00:00:00-05:00,298.10993165792723,301.37265136361,297.35631456325456,301.1612548828125,75491800,0.0,0.0,0.0,0.32451481116666514,0.32398939824164236
2020-01-31 00:00:00-05:00,300.53627454114314,300.6925289821011,294.77370836504883,295.6927795410156,113845600,0.0,0.0,0.0,-1.8157964389956982,-1.8324843434580593
2020-02-03 00:00:00-05:00,297.18169900280947,299.76428701237734,297.0622152507649,297.8893737792969,69083000,0.0,0.0,0.0,0.7428636714399639,0.7401180284732307
2020-02-04 00:00:00-05:00,301.5196939211996,303.30269428478084,301.19801339312164,302.4295654296875,62573200,0.0,0.0,0.0,1.5241200425478718,1.5126220149986738
2020-02-05 00:00:00-05:00,305.37977894311496,306.13342406208886,303.90928745455665,305.9220275878906,65951100,0.0,0.0,0.0,1.154801830714236,1.1481848873717373
2020-02-06 00:00:00-05:00,306.88710480995627,307.14444365511315,305.8669210699136,306.9514465332031,50359700,0.0,0.0,0.0,0.336497163486138,0.33593227864057973
2020-02-07 00:00:00-05:00,305.88531042914013,306.9606081209682,304.764042344571,305.31549072265625,64139400,0.0,0.0,0.0,-0.532968920337018,-0.5343942663772494
2020-02-10 00:00:00-05:00,304.42397811831904,307.6590987986097,304.3872074151827,307.5947570800781,42070000,0.0,0.0,0.0,0.7465282393720241,0.7437555082409858
2020-02-11 00:00:00-05:00,308.95499665525864,309.7453844721348,307.5947610997214,308.1278381347656,54864500,0.0,0.0,0.0,0.17330628771046186,0.17315628564732688
2020-02-12 00:00:00-05:00,309.5707299192885,310.32437501033536,309.2031070607716,310.1130065917969,43992700,0.0,0.0,0.0,0.6442678042491545,0.6422012704898461
2020-02-13 00:00:00-05:00,308.6792383556846,310.7563482334788,308.40352821607786,309.7821350097656,54501900,0.0,0.0,0.0,-0.10669387449033785,-0.10675083292231616
2020-02-14 00:00:00-05:00,310.19572934064416,310.3979261263313,308.9917483138159,310.2784423828125,64582200,0.0,0.0,0.0,0.16021174785667558,0.16008354574754646
2020-02-18 00:00:00-05:00,309.27671553030933,310.34284168468497,308.08190592124237,309.4789123535156,57226200,0.0,0.0,0.0,-0.25768146286825333,-0.25801403298699743
2020-02-19 00:00:00-05:00,310.45301823472477,311.6385996963271,310.1681084526818,310.95849609375,48814700,0.0,0.0,0.0,0.4780887101426323,0.47694949559662775
2020-02-20 00:00:00-05:00,310.407045686799,311.23423206535386,306.67561948884077,309.6809997558594,74163400,0.0,0.0,0.0,-0.41082535255941854,-0.4116715583246822
2020-02-21 00:00:00-05:00,308.320732988283,308.6332137458182,305.6646044775047,306.4917907714844,113788200,0.0,0.0,0.0,-1.0298368278613301,-1.0351763377822845
2020-02-24 00:00:00-05:00,296.9886671694809,306.5653729197201,295.242409532723,296.3269348144531,161088400,0.0,0.0,0.0,-3.3165181786581677,-3.3727616927256765
2020-02-25 00:00:00-05:00,297.72394817993217,298.3397102214259,286.4653251703709,287.3476257324219,218913200,0.0,0.0,0.0,-3.030203476998705,-3.077063202382983
2020-02-26 00:00:00-05:00,288.75381480603454,292.3657582898536,285.5554646270687,286.29071044921875,194773800,0.0,0.0,0.0,-0.3678176496183516,-0.36849576205737383
2020-02-27 00:00:00-05:00,280.73952266151736,286.34586342508396,273.43292236328125,273.43292236328125,284353500,0.0,0.0,0.0,-4.491164965067274,-4.59514293257196
2020-02-28 00:00:00-05:00,265.3358514692042,273.7821175574992,262.43158327772824,272.2840270996094,384975800,0.0,0.0,0.0,-0.42017444488468003,-0.42105965820229374
2020-03-02 00:00:00-05:00,274.0762444015603,284.1400863513578,270.6297270280447,284.07574462890625,238703600,0.0,0.0,0.0,4.330668109658564,4.239517028282803
2020-03-03 00:00:00-05:00,284.45256470043904,288.44133073954566,273.4880509250483,275.94195556640625,300139100,0.0,0.0,0.0,-2.8632465869711354,-2.905037136023548
2020-03-04 00:00:00-05:00,281.34608762342725,287.7612150698398,278.7818709728644,287.5406188964844,176613400,0.0,0.0,0.0,4.2032982285243214,4.117359569515052
2020-03-05 00:00:00-05:00,280.2982851346008,283.50583396597546,275.7305011189382,277.9822082519531,186366800,0.0,0.0,0.0,-3.3241949193871356,-3.3807020827178
2020-03-06 00:00:00-05:00,269.42573743951846,274.6001131820452,266.7420650354268,273.3869323730469,228667200,0.0,0.0,0.0,-1.6530827306549312,-1.6668986134917056
2020-03-09 00:00:00-04:00,253.02021930915475,261.19077345280704,251.31996050339524,252.03683471679688,309417300,0.0,0.0,0.0,-7.809479945119313,-8.131288007319695
