Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Return,LogReturn
2020-01-02 00:00:00-05:00,297.356291494872,298.5970431726698,296.4280206462973,298.5786437988281,59151200,0.0,0.0,0.0,,
2020-01-03 00:00:00-05:00,295.16897082170266,297.4482779649145,295.1138287821585,296.31781005859375,77709700,0.0,0.0,0.0,-0.7571987438450667,-0.7600800475454169
2020-01-06 00:00:00-05:00,294.5531452204936,297.5309552368674,294.4336614665753,297.4482421875,55653900,0.0,0.0,0.0,0.3814931436901148,0.3807673040300483
2020-01-07 00:00:00-05:00,296.87835736701527,297.35629232301494,296.1614829808418,296.6118469238281,40496400,0.0,0.0,0.0,-0.2811901853985943,-0.2815862676709811
2020-01-08 00:00:00-05:00,296.8049421313957,299.4151017348779,296.55680293224674,298.1927490234375,68296000,0.0,0.0,0.0,0.5329868365019585,0.5315714885141475
2020-01-09 00:00:00-05:00,299.76426370007135,300.2881410116043,299.1760446735445,300.214599609375,48473300,0.0,0.0,0.0,0.6780347921131247,0.6757464741211747
2020-01-10 00:00:00-05:00,300.80279505064306,300.95902143443385,298.881939773459,299.35064697265625,53029300,0.0,0.0,0.0,-0.28777835516423655,-0.28819323321674056
2020-01-13 00:00:00-05:00,299.97564456775115,301.41856494947825,299.5436800075611,301.4093933105469,47086800,0.0,0.0,0.0,0.6877373938258602,0.6853832675194937
2020-01-14 00:00:00-05:00,300.9682309449437,302.02515715904633,300.3892116321519,300.9498596191406,62832800,0.0,0.0,0.0,-0.15246163577018468,-0.152577976787408
2020-01-15 00:00:00-05:00,300.85789705685005,302.3927299180158,300.77518403269926,301.6299133300781,72056600,0.0,0.0,0.0,0.2259691072121095,0.22571418098914844
2020-01-16 00:00:00-05:00,303.0177701581234,304.1390380859375,302.78800237002895,304.1390380859375,54050300,0.0,0.0,0.0,0.831855411208382,0.8284145628353926
